"","date","company","country","city","role","current_or_former","employment_status","employment_length","recommend","outlook","approve_ceo","score_overall","score_career_opp","score_comp_and_benefits","score_culture_and_values","score_senior_mgmt","score_work_life_balance","pros","cons","advice_to_management"
"5243",2013-06-26,"Nielsen","US","Atlanta, GA "," Director, Client Service","Current  ","Full-time","More than a year","No","Neutral","Neutral",3,2,4,3,2,4,"Plenty of resources -- one of the largest companies in its industry.","Very rigid -- little flexibility; Company is unbelievably revenue focused -- I've never known a company of this size to push for revenue recognition every month.","See ""Cons"" above -- back off on the monthly revenue pushes."
"5244",2013-06-11,"Nielsen","US","San Juan, PR "," Senior Client Service Executive","Current  ","Full-time","More than 3 years","Yes","Positive","Yes",4,4,4,5,5,2,"Open communication, access to high management within country, constant learning & development, dynamic environment, handling different organizational cultures, challenging","Long hours, work life balance",NA
"5245",2013-06-26,"Nielsen","India","Vadodara "," Business Analyst","Former  ","Full-time","More than a year","Yes","Neutral","Yes",3,4,3,3,3,4,"good work life balance
diversity of work","not a good payer
sometimes process oriented",NA
"5246",2013-06-13,"Nielsen","US","Oldsmar, FL "," Group Leader","Current  ","Full-time","More than 5 years","Yes","Positive","Yes",4,5,3,4,3,3,"Plenty of room to grow for those who are ambitious","Some salaries are very underpaid",NA
"5247",2013-06-18,"Nielsen","US","Oldsmar, FL "," Manager","Former  ","Full-time","More than 10 years","No","Neutral","No",2,2,4,2,1,1,"Great team to work with. You are constantly learning about new technology, You learn alot about yourself. You can schedule personal appts around work schedule.","More responsibilities are constantly being added to the reps workload while continuously laying off reps. Poor work/life balance. Favoritism. Majority of the reps are really good and love their job but they live constantly under the threat of being laid off. Understanding that sometimes no matter what a rep does he is dealing with the public,,,they are sometimes dealing with sickness, death or just a private …  matter...a household may not let a rep in and they shouldn't always be held responsible.Show More","Value your employees! The majority of field reps love their job and work hard to maintain their metrics. Most reps feel like they are going to be laid off at any moment and there's very little appreciation for the work and effort they put into the market to make it run smoothly... And realize, if you lay off reps the reps that are still working have to pick up the slack-there's no appreciation for what they do."
"5248",2013-06-20,"Nielsen","India","New Delhi "," Research Associate","Current  ","Full-time","More than 3 years","No","Positive","Yes",3,3,3,2,2,2,"Brand name is good in FMCG research.","Work is boring & deadlines are stressing.","Change is good but do not run so much after change that you change your own identity."
"5249",2013-06-05,"Nielsen","US","San Francisco, CA "," Project Manager","Former  ","Full-time","More than 3 years","Yes",NA,NA,4,3,3,5,3,4,"Middle level management work hard and are on your side
There is openness about the health of the group, revenue, potential wins and losses
Good work life balance","-Upper management changed frequently during my few years there causing changes in direction and focus. This affected the group as a whole.","Need to enforce performance management reviews and stress the importance of feedback so that managers have those discussions with their team sooner rather than at the end of the year affecting performance incentives."
"5250",2013-06-20,"Nielsen",NA,NA," Senior Management","Current  ","Full-time","More than 10 years","No","Neutral","Neutral",2,2,2,2,2,4,"Work/Life balance is good. In general the people that work for Nielsen are very talented and ambitious, which makes for fine team work.","Too big, too bureaucratic to keep up with changes in industry. A few of the core businesses get all the attention and funds, while other departments are always at risk of being sold off and harms morale. Hard work and talent doesn't seem to pay off as much as being a corporate politicker.","Get rid of force ranking of employees - this is not GE in the 80s - it DE-motivates employees, especially because it's so random and subjective.
Create true ""small business"" environments that are nimble enough and more importantly, have the power and resources to innovate and stay competitive."
"5251",2013-07-08,"Nielsen","US","Tampa, FL "," Operations Analyst","Former  ","Full-time","More than a year","No","Negative","No",1,1,2,3,1,2,"nice location, good atmosphere, great facilities, parking space, cafeteria, traffic.","low salaries, long hours, no flexibility, constant lay offs, no job security, a lot of politics.","Stop outsourcing jobs everywhere."
"5252",2013-01-23,"Nielsen",NA,NA," Senior Analyst","Current  ","Full-time","More than 3 years","Yes","Neutral","Yes",4,4,3,4,3,2,"For me, Nielsen has been an excellent place to start my career for several reasons 1) it is a training ground for analytic skills 2) It provides a good network of smart coworkers and 3) it looks good on a resume, especially if you want to stay in the consumer goods or marketing research industry.

Analytics Training
I started at Nielsen BASES (innovation services) and knew almost nothing about analytics or …  the CPG (consumer packaged goods) instrucy. Thankfully, I had done well at college and so I was hired for my potential, not my in depth knowledge of marketing research. Although the initial adjustment to the company was rough, I learned a great deal from analyzing syndicated data, to forecasting to products, to consulting with brand teams about how to improve their new product launches. If you are looking for a company that will help to teach you how to analyze and create a story from data, Nielsen is a solid place to start.

Good Environment with Coworkers
By and large, the employees that I interact with have been very friendly, bright and capable people. People at the company are largely the kind of people that I like to befriend or hang out with after work. Overall, I feel myself becoming smarter because of the people I work with.

Strong Company Name Recognition
As you might know, Nielsen is one of the largest marketing research companies in the world and has a tremendous strategic position. Nearly all scanned products in the United States are sent to just two companies, IRI and Nielsen. Anyone who has studied marketing in-depth or has dealt with consumer products (things you could buy at a Walmart) knows Nielsen. As someone who was unemployed several months after college, I continue to be amazed at how quickly and easily coworkers can find jobs once they have Nielsen on the resume.Show More","Although Nielsen is an good place to launch an analytics or marketing research career, the company provides few incentives to stay with the company. As such, the vast majority of talented employees leave the company after 3 or 4 years, especially in departments such as sales forecasting (BASES) and Mixed Market Modeling (Custom Analytics). The reasons for this high turnover include weak onboarding process, …  difficulty moving around within the company, the technical nature of the work, poor work/life balance, and insufficient compensation. My examples below will primarily address the forecasting branch of Nielsen.

Onboarding
Although Nielsen has made good gains in terms of training new hires, the adjustment to work is still very rough. The current best practice includes giving a new analyst a large project, preferably one that requres concept and product analysis, a project that takes over a month to complete. This means that most people work long hours to complete the first project and learn quickly, while a meaningful minority do not catch on quick enough and are usually let go within the first year or two.

Moving within the Company
Although some individuals are able to move from department to department, most find this challenging. In order to move, you need to prove that 1) you are valuable enough to stay with the company but 2) not too valuable that your manager doesn't want to you to leave the team. Often people leave the company because they are not able to get out of their current department to a different part of Nielsen.

Technical Work
The work that Nielsen does can be quite exacting and detail oriented. Some leave simply because they don't like marketing research, forecasting or analysis.

Work/Life Balance
As with any project-based supplier, the Nielsen forecasting department has difficulties keeping a good work/life balance. If you are assigned a large project, you have to simply work hard until it is completed. This can mean working 60+ hours per week when things are busy. If you have firm commitments in the evenings and need a definite 8-5 job, this is probably not a good fit for you.

Insufficient Compensation
Nielsen salaries are competitive for new college hires, but pay increases are meager as you spend time working for the company. At the same time, the experience that you get an Nielsen is quite valuable. A number of my coworkers leave Nielsen after three or four years because they can take a 25% pay increase to work somewhere else. Nielsen currently does not have a strong compensation program to keep talented individuals at the company, especially when they have been at Nielsen for over three years.Show More","While most Nielsen managers are doing their best to manage the situation, many issues can be addressed through a few simple steps.
1) Hire based on historical turnover rates. Currently a position is not filled unless someone leaves the company. Unfortunately, finding a new employee and training them to be as productive as the previous employee, will take at least a year. This means that the rest of the team works …  over-time during that period, causing further burnout. Since the vast majority of employees leave the company by 3 years, Nielsen should hire new employees at a steady rate to back-fill spots and reduce long hours and unneeded employee burnout.
2) Allow better inter-departmental transfers. Although a person might not be great at forecasting, he or she could still be a valuable asset to the company. The current process makes it difficult to move between departments, meaning that Nielsen often loses talented employees needlessly.Show More"
